dataset,method,status,seed,n_samples,n_features,n_clusters,ACC,NMI,ARI,AMI,RI,FMI,elapsed_seconds,error_type,error
siberian_weather_stats,HDPC,completed,42,1407,11,7,0.31840796019900497,0.06279865609864033,0.014163183705926828,0.054461347547399376,0.6053900382258591,0.28365208286848925,0.05015123216435313,,
siberian_weather_stats,V9,completed,42,1407,11,7,0.2658137882018479,0.08758360754537281,0.01937173412999836,0.0802877684374895,0.6643464247549087,0.2313428715045704,10.044121026992798,,
skillcraft1_master_table_dataset,AHDPC,completed,42,3303,18,6,0.2482591583409022,0.01511188546249164,0.00637310839203701,0.011760232355719446,0.23206570463538,0.4373209643299658,0.9789040400646627,,
skillcraft1_master_table_dataset,HDPC,completed,42,3303,18,6,0.246745382985165,0.004448161927184386,-0.00025273437365316983,0.0007709225529958696,0.2019313976446719,0.44064669571041876,0.6809934522025287,,
skillcraft1_master_table_dataset,V9,completed,42,3303,18,6,0.3260672116257947,0.15799960779657343,0.08479856390099984,0.15613676204489332,0.7200571842164668,0.25710496355585055,22.3501398563385,,
smoker_condition,AHDPC,completed,42,1012,7,2,0.9920948616600791,0.9315503208446605,0.9685425901753804,0.9314998331515725,0.9842991911112153,0.984933690983099,0.0688472599722445,,
smoker_condition,HDPC,completed,42,1012,7,2,0.9920948616600791,0.9315503208446605,0.9685425901753804,0.9314998331515725,0.9842991911112153,0.984933690983099,0.04839525604620576,,
smoker_condition,V9,completed,42,1012,7,2,0.9822134387351779,0.8721814880225962,0.9299489080728276,0.8720874894881324,0.9650250407572043,0.9663189148732869,6.811096906661987,,
sms_spam_collection,AHDPC,completed,42,835,500,2,0.8718562874251496,0.05639624939567758,0.06370225628171049,0.0533891599012151,0.7762862763681271,0.8795401473180071,0.3605492450296879,,
sms_spam_collection,HDPC,completed,42,835,500,2,0.8646706586826347,0.0008556506165829069,-0.0020130775319902442,-0.0014916797125371067,0.7656887663521877,0.8747181319422161,0.23801776580512524,,
sms_spam_collection,V9,completed,42,835,500,2,0.9736526946107784,0.7175714636176144,0.8521414155299896,0.717122888122561,0.9486322319389997,0.9669812673618667,6.6139020919799805,,
spambase,AHDPC,completed,42,4601,57,2,0.6057378830688981,0.00032381204444203646,-0.00015200992432647353,-0.00010966866284226695,0.52225716526653,0.7225299569356163,2.9893907927908003,,
spambase,HDPC,completed,42,4601,57,2,0.6057378830688981,0.00032381204444203646,-0.00015200992432647353,-0.00010966866284226695,0.52225716526653,0.7225299569356163,2.1768526481464505,,
spambase,V9,completed,42,4601,57,2,0.8824168658987177,0.4673405825783617,0.584257522168847,0.4672545721460136,0.7924402067603451,0.8002637023310097,32.4112651348114,,
spectf_heart,AHDPC,completed,42,80,44,2,0.5875,0.02925680930048149,0.020465428614826243,0.0195387441761098,0.5091772151898735,0.5469970186167014,0.0018246839754283428,,
spectf_heart,HDPC,completed,42,80,44,2,0.525,0.0018289908837027088,-0.010158953980258942,-0.007465495435122031,0.49493670886075947,0.491077820192316,0.0014500119723379612,,
spectf_heart,V9,completed,42,80,44,2,0.6875,0.25821680907612976,0.1339445883994419,0.249941846940705,0.564873417721519,0.6418452484879147,1.3627593517303467,,
statlog_german_credit,AHDPC,completed,42,1000,24,2,0.692,4.8880232063763076e-05,0.0013516185399851989,-0.0013940148409528094,0.5733013013013013,0.7451119449241689,0.08071946771815419,,
statlog_german_credit,HDPC,completed,42,1000,24,2,0.674,0.009636010165567371,0.04496615513004775,0.008669399868157079,0.5601121121121121,0.6739635209750712,0.05212453426793218,,
statlog_german_credit,V9,completed,42,1000,24,2,0.57,0.0017752976890438954,0.009380230992776068,0.0009895031891362992,0.5093093093093093,0.5580626083131535,6.6386191844940186,,
statlog_image_segmentation,AHDPC,completed,42,2310,19,7,0.5233766233766234,0.5338820072281871,0.3849179876216555,0.5317670381806693,0.8097825373702376,0.508790559743982,0.4124125959351659,,
statlog_image_segmentation,HDPC,completed,42,2310,19,7,0.5965367965367966,0.6503758213679044,0.5150225850920673,0.6489043430395268,0.8656598778729572,0.5994042097033863,0.2824394810013473,,
statlog_image_segmentation,V9,completed,42,2310,19,7,0.587012987012987,0.6037354733238086,0.47150958604538595,0.6020359235489691,0.8543890929339175,0.5617607935589493,17.322880029678345,,
steel-plates-fault,AHDPC,completed,42,1941,33,2,0.5054095826893354,0.11517238059977418,-0.043954750528472246,0.11475499877662912,0.49980082537962683,0.6120307554523204,0.2193900616839528,,
steel-plates-fault,HDPC,completed,42,1941,33,2,0.506439979392066,0.12118703568702882,-0.044184934064894016,0.12077185370798453,0.4998252574663926,0.6125632710988895,0.15495482506230474,,
steel-plates-fault,V9,completed,42,1941,33,2,0.5110767645543535,0.10280454872614089,-0.039868770238855426,0.10238964779494865,0.49998778395661714,0.6053690760039323,13.873633623123169,,
street_view_house_numbers,AHDPC,completed,42,732,1024,10,0.19672131147540983,0.025595440094646708,0.0012893318776964942,0.0019715939119099896,0.1333826706435529,0.3342184860505607,0.5369623973965645,,
street_view_house_numbers,HDPC,completed,42,732,1024,10,0.1953551912568306,0.0269872569090422,0.000625144955978444,0.0022744934573486805,0.13488895367525586,0.3328914526693838,0.3564006141386926,,
street_view_house_numbers,V9,completed,42,732,1024,10,0.15027322404371585,0.03489981066959358,-7.855197509126462e-05,0.008926376441417085,0.7951641960634807,0.11572175795722832,5.404486179351807,,
student_grade,AHDPC,completed,42,395,29,2,0.5848101265822785,2.3266762940479948e-05,-0.00026568624815010073,-0.0020959551725462868,0.51315299106856,0.5857654105358278,0.017016691621392965,,
student_grade,HDPC,completed,42,395,29,2,0.660759493670886,0.0001347370300812921,-0.0023764981080455438,-0.0035244065399779394,0.5505493799396003,0.7270804094562953,0.010553968138992786,,
student_grade,V9,completed,42,395,29,2,0.7189873417721518,0.1095904750163858,0.18232231310699992,0.10782416359892835,0.5948853048898027,0.6308000184523466,2.976285457611084,,
synthetic_control,AHDPC,completed,42,600,60,6,0.605,0.7413615561644248,0.571280498991768,0.737866781700092,0.8552643294379522,0.6737847095422639,0.04977718601003289,,
synthetic_control,HDPC,completed,42,600,60,6,0.5833333333333334,0.6377500591176243,0.4610007381140143,0.6329021597738663,0.807590428491931,0.5957766243502666,0.03363158367574215,,
synthetic_control,V9,completed,42,600,60,6,0.5683333333333334,0.778408241616416,0.603087034747332,0.775488771813418,0.8667223149693934,0.6986781760430419,4.524164199829102,,
tamilnadu-electricity,AHDPC,completed,42,10000,2,20,0.0741,0.00665626090722721,-6.688676283523847e-05,-0.0002335154958002194,0.8209794379437944,0.0874082527544755,4.021456882823259,,
tamilnadu-electricity,HDPC,completed,42,10000,2,20,0.0728,0.007535624324850071,0.00030519963831486475,3.1624234683724386e-05,0.6514188218821882,0.1349780076523472,2.7738907486200333,,
tamilnadu-electricity,V9,completed,42,10000,2,20,0.0654,0.006095353253188147,-7.607746029211398e-05,-4.321322900786087e-05,0.9002130813081308,0.05253842530298038,77.5656681060791,,
tr45.wc,AHDPC,completed,42,676,8261,9,0.2455621301775148,0.03114747046940771,0.0021291737839421493,0.006371667462413248,0.16718387026079334,0.3769026946481484,3.223558999132365,,
tr45.wc,HDPC,completed,42,676,8261,9,0.23964497041420119,0.031398440675979154,-0.0022826955961883035,0.004298912027866429,0.17175980714442252,0.3697543948101766,2.1880479021929204,,
tr45.wc,V9,completed,42,676,8261,9,0.2485207100591716,0.11990900176247256,0.006901925826892472,0.09586428487187718,0.509002849002849,0.2730867959262792,12.519947290420532,,
turkish_music_emotion,AHDPC,completed,42,400,50,4,0.29,0.059053612892071485,0.004992912626546752,0.04640349355716869,0.32974937343358396,0.4614631886423532,0.02020112005993724,,
turkish_music_emotion,HDPC,completed,42,400,50,4,0.2725,0.0295284305111736,0.0008252564004788132,0.014276848843507101,0.29021303258145364,0.4777692143747747,0.01397442165762186,,
turkish_music_emotion,V9,completed,42,400,50,4,0.5875,0.3376203890814502,0.29954209030772444,0.3321212300383271,0.7367794486215539,0.47520331470788774,3.0236055850982666,,
user_knowledge_modeling,AHDPC,completed,42,258,5,4,0.5155038759689923,0.1857886115884671,0.12217556033940538,0.17289387376838403,0.6134286489910415,0.4048058428346528,0.0048859380185604095,,
user_knowledge_modeling,HDPC,completed,42,258,5,4,0.437984496124031,0.1583489021499056,0.14470704625618194,0.1446708339628504,0.6130063644315749,0.43151395792733016,0.0037301499396562576,,
user_knowledge_modeling,V9,completed,42,258,5,4,0.49224806201550386,0.17595163404364933,0.13746572289355147,0.16448438080770533,0.6498054474708171,0.38173420800365343,2.8879284858703613,,
vehicle,AHDPC,completed,42,846,18,4,0.34988179669030733,0.1212758975457592,0.05809380962910768,0.11673052470979836,0.5160966329542435,0.4038540458977318,0.04899595817551017,,
vehicle,HDPC,completed,42,846,18,4,0.32387706855791965,0.09438400631040178,0.017681779546398935,0.08938357043375803,0.40176535593884205,0.43577666286101296,0.03474554093554616,,
vehicle,V9,completed,42,846,18,4,0.3747044917257683,0.09272457878993193,0.06575515225625984,0.08919842994288274,0.6479947403024326,0.30096810206208024,7.007986307144165,,
wall-robot-navigation,AHDPC,completed,42,5456,24,4,0.37298387096774194,0.10114096412783488,0.03567318125394876,0.10053109708553028,0.5758200929492435,0.35011691067682765,3.1089116469956934,,
wall-robot-navigation,HDPC,completed,42,5456,24,4,0.4180718475073314,0.10306947330059933,0.04738034342003776,0.1024185985501137,0.5571447675059337,0.3939775712331952,2.414419585838914,,
wall-robot-navigation,V9,completed,42,5456,24,4,0.42576979472140764,0.10280329548342415,0.05514688746085269,0.10219675016066324,0.5858808136956329,0.3608801633102501,38.59962224960327,,
water_quality,AHDPC,completed,42,2011,9,2,0.5987071108901044,0.002615242197962473,0.006031601931154532,0.0019958915375057167,0.5192471258822744,0.7009715449472927,0.2485623429529369,,
water_quality,HDPC,completed,42,2011,9,2,0.5967180507210343,0.0022907897839185556,0.007201129625196321,0.0017184844070803518,0.5184693142937723,0.6877098811779281,0.1681616147980094,,
water_quality,V9,completed,42,2011,9,2,0.5002486325211337,0.00019587772609613063,-0.0007159218610042897,-0.0001689672550704166,0.4997513674788662,0.5103041535988881,13.656976699829102,,
weather,AHDPC,completed,42,365,192,7,1.0,1.0,1.0,1.0,1.0,1.0,0.04610947798937559,,
weather,HDPC,completed,42,365,192,7,1.0,1.0,1.0,1.0,1.0,1.0,0.031448283698409796,,
weather,V9,completed,42,365,192,7,1.0,1.0,1.0,1.0,1.0,1.0,3.0247225761413574,,
website_phishing,AHDPC,completed,42,1353,9,3,0.5218033998521804,0.030656351292573804,0.03662429855589922,0.02909788224984593,0.5276899460764376,0.4504671003733933,0.09927144413813949,,
website_phishing,HDPC,completed,42,1353,9,3,0.5365853658536586,0.0754330578910177,0.06528868696056148,0.07389750099480287,0.534721219993265,0.49509851359877793,0.06487532006576657,,
website_phishing,V9,completed,42,1353,9,3,0.7058388765705839,0.24796510475616942,0.33494908429785264,0.24676748081477104,0.6752078440633787,0.6156076160023912,9.963391780853271,,
wine,AHDPC,completed,42,178,13,3,0.6685393258426966,0.5581221369342073,0.42652466491789875,0.5526540737059151,0.7158636450199962,0.6659985291936977,0.003228197805583477,,
wine,HDPC,completed,42,178,13,3,0.6629213483146067,0.5646216902256501,0.4411650673060882,0.5594791551662517,0.72741699993652,0.6674691200294166,0.0025358786806464195,,
wine,V9,completed,42,178,13,3,0.9719101123595506,0.8844141140654393,0.9121705074831796,0.8831879861735377,0.960769377261474,0.9417487765865837,1.5769038200378418,,
wine_customer,AHDPC,completed,42,178,13,3,0.6685393258426966,0.5581221369342073,0.42652466491789875,0.5526540737059151,0.7158636450199962,0.6659985291936977,0.0032414128072559834,,
wine_customer,HDPC,completed,42,178,13,3,0.6629213483146067,0.5646216902256501,0.4411650673060882,0.5594791551662517,0.72741699993652,0.6674691200294166,0.002542594913393259,,
wine_customer,V9,completed,42,178,13,3,0.9719101123595506,0.8844141140654393,0.9121705074831796,0.8831879861735377,0.960769377261474,0.9417487765865837,1.4023189544677734,,
wine_quality,AHDPC,completed,42,4873,11,5,0.4159655243176688,0.045859111033613606,0.0319515638720103,0.044631348639840085,0.568515667410351,0.3562758650282608,2.191481836140156,,
wine_quality,HDPC,completed,42,4873,11,5,0.4046788426020932,0.0424693035654889,0.02661315356619552,0.04129114366893502,0.5658645018612326,0.3531108419262811,1.8535666489042342,,
wine_quality,V9,completed,42,4873,11,5,0.3617894520829058,0.06182715519339311,0.04211980833953904,0.06067778582463192,0.6056757064579903,0.3132386845301114,36.12895059585571,,
wireless_indoor_localization,AHDPC,completed,42,2000,7,4,0.6115,0.571491760728193,0.38500001808091827,0.5706644371791525,0.7012731365682842,0.6156218667625508,0.21927241701632738,,
wireless_indoor_localization,HDPC,completed,42,2000,7,4,0.6505,0.5703669297529524,0.4237898032129383,0.569480474768324,0.7326133066533267,0.627693721249219,0.1611663019284606,,
wireless_indoor_localization,V9,completed,42,2000,7,4,0.9075,0.785043965729852,0.7688149101483902,0.7846915914788762,0.9123686843421711,0.8276541901538437,13.818838834762573,,
world12d,AHDPC,completed,42,150,12,5,0.88,0.7971735822766207,0.7922893620020032,0.7892411229818282,0.9210738255033557,0.8476003174567914,0.002913467586040497,,
world12d,HDPC,completed,42,150,12,5,0.8733333333333333,0.7930556333694183,0.789554101290147,0.7845652709279659,0.9205369127516778,0.8446046242446122,0.0020924010314047337,,
world12d,V9,completed,42,150,12,5,0.74,0.7252855062405913,0.6827111982182704,0.7141209108637636,0.8811633109619686,0.7629531940291439,1.4988083839416504,,
wos,AHDPC,completed,42,9997,4096,7,0.3107932379713914,0.001598778034444039,0.00018857127205865862,0.00032739895415580885,0.18120784374568072,0.4243349083550128,724.4542494239286,,
wos,HDPC,completed,42,9997,4096,7,0.3107932379713914,0.001372440898120843,0.0001660325435038289,0.0001760933256920835,0.18106152133755374,0.42435561427646895,472.12400967394933,,
wos,V9,completed,42,9997,4096,7,0.48694608382514754,0.36111742645985034,0.24684539905424827,0.3605031911998816,0.792190378201896,0.37159097259387164,97.29058933258057,,
yeast,AHDPC,completed,42,1459,8,8,0.32213845099383137,0.041236292409224565,0.012646170783743638,0.02837317471783331,0.2741801278851009,0.4741514078941328,0.12022614106535912,,
yeast,HDPC,completed,42,1459,8,8,0.31665524331734063,0.015052856481071335,-0.0034935552349803227,0.002133212980229584,0.24152909287324031,0.47077386827308443,0.09045461006462574,,
yeast,V9,completed,42,1459,8,8,0.4276901987662783,0.2893788998352042,0.18114573068569742,0.2823229227077513,0.7346962376282307,0.34673330627866156,10.055498838424683,,
zoo,AHDPC,completed,42,101,16,7,0.5643564356435643,0.6861765961880737,0.40815546670328245,0.6451310841380545,0.813069306930693,0.5291692505072059,0.001710055861622095,,
zoo,HDPC,completed,42,101,16,7,0.7029702970297029,0.8066796766744322,0.6337745083458113,0.781148066848301,0.8831683168316832,0.7155904496567796,0.0014593489468097687,,
zoo,V9,completed,42,101,16,7,0.8415841584158416,0.8297274758140779,0.7932961769323913,0.8070436538329154,0.9306930693069307,0.8407966537247373,1.4333255290985107,,
