ACC_mean,ACC_std,ARI_mean,ARI_std,NMI_mean,NMI_std,dataset_id,n_seeds,parameterization
0.6893850910340088,0.013733251002512182,0.04223289746595347,0.0036371609175642333,0.016273904368269233,0.0020267420141544656,insurance_company_benchmark,5,topology
0.7059829059829059,0.003714645245129743,0.16732950834237106,0.0060798717859845445,0.13038113813949614,0.0040825576829924505,ionosphere,5,topology
0.8546666666666667,0.012823589374447553,0.6567375562361826,0.02178667866105474,0.6897459241187718,0.015566166061766806,iris,5,topology
0.5325454545454545,0.006638542606166195,0.003926151287872407,0.0016891858787502895,0.00317501961924421,0.001230926737464471,labeled_faces_in_the_wild,5,topology
0.31635308246597277,0.01765697115239528,0.16846062670692594,0.013191135904529461,0.41567083036168917,0.00943067725237663,letter_recognition,5,topology
0.5637963796379638,0.02153498889044861,0.012889647711927141,0.007918556943612591,0.0036585051416748275,0.002456131186595191,magic_gamma_telescope,5,topology
0.7848192771084338,0.004556065156913029,0.3237522276756164,0.010422555210263081,0.2835291645855701,0.007721509868818208,mammographic_mass,5,topology
0.7594,0.014001785600415397,0.672969837843534,0.008864746913515704,0.7605622721660851,0.003869743363421161,mfeat-factors,5,topology
0.5696,0.011786644984897066,0.4067903340734341,0.015273038737736474,0.528795760674582,0.014972071085436632,mfeat-fourier,5,topology
0.7324999999999999,0.05866003750424985,0.5868781112501891,0.03026734690414932,0.6807296638224299,0.015129129756832326,mfeat-karhunen,5,topology
0.6432,0.020593081362438242,0.5377838026478815,0.005531033520004327,0.6754911432770777,0.0038410315366260417,mfeat-morphological,5,topology
0.5661111111111111,0.03880944265905107,0.3983553148588312,0.04170390090849145,0.6743795249759629,0.023708093978363834,micro-mass,5,topology
0.24694347173586792,0.025196859387681066,0.056270251416265696,0.012277523711815957,0.12457622382437657,0.01738436081016084,microbes,5,topology
0.9242144177449167,0.004081220363367774,0.8340952775577918,0.008586287474027824,0.8424490770961691,0.0063163117111824695,mnist64,5,topology
0.27540000000000003,0.007274957044546712,0.0012888285131035068,0.0008690397746517398,0.002979377088166023,0.0010680103678948588,mobile_price_classification,5,topology
0.3498,0.006685805860178701,0.1736149502688561,0.003983043196968696,0.3066477678476076,0.004173706532356497,music_genre_classification,5,topology
0.655,0.015712256362470707,0.5177666466781486,0.022705176746711284,0.800813013650736,0.009106727688505947,olivetti_faces,5,topology
0.7464295056238557,0.004371506916253877,0.6061305490224086,0.006768768694113465,0.7267131070982774,0.006629759607880754,optical_recognition_of_handwritten_digits,5,topology
0.4599303135888501,0.009209495660367998,0.030273748203817723,0.002809869636607389,0.08932291403331163,0.0030808804238022813,orbit_classification_for_prediction_nasa,5,topology
0.5045,0.0025436194683953997,4.239771812054116e-05,7.654498122156643e-05,0.0001607460713967161,0.00014600381678215625,paris_housing_classification,5,topology
0.598974358974359,0.02794754173013067,0.01842128562929646,0.029085560730884294,0.17963926571962702,0.018579590592871363,parkinsons,5,topology
0.5934270172257479,0.0629172452442282,0.0442544998652112,0.043408066319112426,0.03043423221945628,0.020297752350814574,patient_treatment_classification,5,topology
0.7899386175607153,0.011968541715544522,0.6366692176171143,0.022801874061685354,0.7265832338503158,0.010814400799986128,pen_based_recognition_of_handwritten_digits,5,topology
0.513323124042879,0.019801813017145033,0.3697741486389096,0.01681328518889462,0.5926342606416524,0.010326522689007448,ph_recognition,5,topology
0.6567708333333334,0.023735804191298015,0.09538090173169674,0.026720934975178665,0.05583898650202133,0.013988674770427542,pima_indians_diabetes_database,5,topology
