dataset_id,underlying_dataset_id,comparison_scope,method,method_type,metric,mean,std,n,source,protocol_note
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_default,fresh_postfreeze_v19,nmi,0.3169994406396842,0.013021361228971205,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_default,fresh_postfreeze_v19,acc,0.2945728676740385,0.011761672383653558,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,ari,0.19582603340880417,0.029219343657800816,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,nmi,0.3181217262600109,0.0008812955245346076,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_full,fresh_postfreeze_v19,acc,0.2737916541579105,0.02154924338126933,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_nomix,fresh_postfreeze_v19,ari,0.20933415672335226,0.011862386042919672,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_nomix,fresh_postfreeze_v19,nmi,0.3193514510385277,0.002742011415717668,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_nomix,fresh_postfreeze_v19,acc,0.29180426298408885,0.010424590527853845,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_reliability_off,fresh_postfreeze_v19,ari,0.18460204591994103,0.04545151945126096,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_reliability_off,fresh_postfreeze_v19,nmi,0.319341165056935,0.003844290363023959,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_rg_reliability_off,fresh_postfreeze_v19,acc,0.27599319523666566,0.030699984084887014,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_scmae_only,fresh_postfreeze_v19,ari,0.20933415672335226,0.011862386042919672,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_scmae_only,fresh_postfreeze_v19,nmi,0.3193514510385277,0.002742011415717668,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__clubench_bridge,campbell,archived_sota_bridge_eligible,V19_scmae_only,fresh_postfreeze_v19,acc,0.29180426298408885,0.010424590527853845,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_constant_gate,fresh_postfreeze_v19,ari,0.19167779627452372,0.004180217115132169,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_constant_gate,fresh_postfreeze_v19,nmi,0.4648749629664896,0.000543191385668588,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_constant_gate,fresh_postfreeze_v19,acc,0.4048500617098636,0.0024722230846509602,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_default,fresh_postfreeze_v19,ari,0.1676448655741311,0.03192214342952117,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_default,fresh_postfreeze_v19,nmi,0.4404629312108013,0.03022977314480974,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_default,fresh_postfreeze_v19,acc,0.39174088528636714,0.023284374473160233,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_full,fresh_postfreeze_v19,ari,0.168665003967558,0.01565620449640681,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_full,fresh_postfreeze_v19,nmi,0.4331708613235896,0.01875264107735173,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_full,fresh_postfreeze_v19,acc,0.3842022749257814,0.01990798830445398,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_nomix,fresh_postfreeze_v19,ari,0.17550932494512234,0.011979461296649212,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_nomix,fresh_postfreeze_v19,nmi,0.47267731105302746,0.022112729602999207,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_nomix,fresh_postfreeze_v19,acc,0.416825110910971,0.015939853177545676,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_reliability_off,fresh_postfreeze_v19,ari,0.15883419134924442,0.04829975502537275,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_reliability_off,fresh_postfreeze_v19,nmi,0.4330093580173577,0.034741599769081394,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_rg_reliability_off,fresh_postfreeze_v19,acc,0.3795990526702025,0.020807191932687135,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_scmae_only,fresh_postfreeze_v19,ari,0.17550932494512234,0.011979461296649212,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_scmae_only,fresh_postfreeze_v19,nmi,0.47267731105302746,0.022112729602999207,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
campbell__rg_native,campbell,internal_rg_native_only,V19_scmae_only,fresh_postfreeze_v19,acc,0.416825110910971,0.015939853177545676,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_constant_gate,fresh_postfreeze_v19,ari,0.4416761422769394,0.05565687029190512,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_constant_gate,fresh_postfreeze_v19,nmi,0.64808398442757,0.03780109424417441,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,V19_rg_constant_gate,fresh_postfreeze_v19,acc,0.6459876543209877,0.02521058994649648,3,result/V19/v19_rg_final_postfreeze_rel_both2_20260810,fresh post-freeze V19 run; labels only for benchmark K and post-fit metrics
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,GCEALS,archived_external_reference,ari,0.016077792314647472,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,GCEALS,archived_external_reference,nmi,0.10882198262196686,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,GCEALS,archived_external_reference,acc,0.1962962962962963,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
cnae9__shared_text,cnae9,archived_sota_bridge_eligible,IDC,archived_external_reference,ari,0.027996939238764545,,1,result/baseline_comparison/summary.csv,archived baseline CSV; not a fresh matched V19 rerun
