ACC_mean,ACC_std,ARI_mean,ARI_std,NMI_mean,NMI_std,dataset_id,n_completed,n_requested,status,training_enabled,variant,weights_frozen
0.7980004346881113,0.02242628384857495,0.3566214130979418,0.05316713047226401,0.2976631716976884,0.03256855114436042,spambase,5,5,completed,False,T_no_vicinal,True
0.8938926320365137,0.011844154291422153,0.6207705253113243,0.03782714973868286,0.5228266676363011,0.029889893262665057,spambase,5,5,completed,False,T_uniform_pseudo_loss,True
0.8936318191697457,0.011936720743744592,0.6199600428206481,0.03807688191579992,0.5225397477751605,0.029872911997590276,spambase,5,5,completed,False,T_edge_none,True
0.8935883503586177,0.0114664181826104,0.6197923765677011,0.03655737540714305,0.5225044321741205,0.02913835155888488,spambase,5,5,completed,False,T_edge_sim,True
0.8931971310584655,0.011277413180024445,0.6185470643251147,0.03591731566624604,0.5212848973622956,0.028315438691645288,spambase,5,5,completed,False,T_edge_sim_mutual,True
0.8938926320365137,0.011844154291422153,0.6207705253113243,0.03782714973868286,0.5228266676363011,0.029889893262665057,spambase,5,5,completed,False,T_edge_sim_mutual_snn,True
0.8934144751141057,0.011274271168248803,0.6192272648765919,0.03592912214028004,0.5215897554818979,0.028494647158885392,spambase,5,5,completed,False,T_edge_sim_mutual_snn_distance,True
0.8936752879808736,0.01207619589959346,0.6201050960000926,0.03852927214980755,0.5223852612291708,0.030305280618170883,spambase,5,5,completed,False,T_beta_no_mutual,True
0.8936318191697457,0.01129833759533717,0.6199154829312991,0.036028810460168495,0.5223141893786558,0.02900354676684866,spambase,5,5,completed,False,T_beta_no_snn,True
0.8936752879808736,0.011777160234476048,0.620085750553049,0.037574698968220244,0.5226066536244098,0.029647921998118134,spambase,5,5,completed,False,T_beta_no_perturb,True
