ACC,ARI,NMI,backward_called,dataset_id,frozen_readout_input,seed,status,training_enabled,variant,weights_frozen
0.8432710727969349,0.5453638456230554,0.5368982055932486,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_shuffled_gate,True
0.8409961685823755,0.5419594061082729,0.530944091731015,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_shuffled_gate,True
0.8408764367816092,0.5408145680818419,0.5349257696862285,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_shuffled_gate,True
0.8433908045977011,0.5469414594007276,0.535999913609118,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_shuffled_gate,True
0.8424329501915708,0.5441080095454031,0.537232071228446,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_shuffled_gate,True
0.84375,0.5462231617016083,0.538351575624503,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_fixed_mean_gate,True
0.8409961685823755,0.5419594061082729,0.530944091731015,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_fixed_mean_gate,True
0.8433908045977011,0.546941406393087,0.5359939894647303,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_fixed_mean_gate,True
0.8408764367816092,0.5408145680818419,0.5349257696862285,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_fixed_mean_gate,True
0.8423132183908046,0.5438382815749015,0.5370649416886213,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_fixed_mean_gate,True
0.8432710727969349,0.5466647002543679,0.5357588080999275,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_random_neighbor,True
0.8431513409961686,0.5453281215506043,0.5360670626486367,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_random_neighbor,True
0.8407567049808429,0.5414186900568454,0.5305433645164808,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_random_neighbor,True
0.8407567049808429,0.5407751008899375,0.5340673578242187,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_random_neighbor,True
0.8438697318007663,0.5473627158607531,0.5393802011076653,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_random_neighbor,True
0.8447078544061303,0.5481872425342045,0.5394946058915262,False,Mouse_retina,masked_anchor,42,completed,False,T_no_vicinal,True
0.8419540229885057,0.5433240767062144,0.5341555157747992,False,Mouse_retina,masked_anchor,123,completed,False,T_no_vicinal,True
0.8438697318007663,0.5454878536313659,0.5412639818218746,False,Mouse_retina,masked_anchor,7,completed,False,T_no_vicinal,True
0.8400383141762452,0.538709062020282,0.5348550428072419,False,Mouse_retina,masked_anchor,3407,completed,False,T_no_vicinal,True
0.8443486590038314,0.5497171907412255,0.5360460529559153,False,Mouse_retina,masked_anchor,2025,completed,False,T_no_vicinal,True
0.8436302681992337,0.5459498474594329,0.5381475182901158,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_uniform_pseudo_loss,True
0.8409961685823755,0.5419587392480705,0.530929482946383,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_uniform_pseudo_loss,True
0.8411159003831418,0.541121258345716,0.5357804911793362,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_uniform_pseudo_loss,True
0.8433908045977011,0.5469414594007276,0.535999913609118,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_uniform_pseudo_loss,True
0.8424329501915708,0.5441091742802356,0.5372490440089084,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_uniform_pseudo_loss,True
0.8431513409961686,0.546397264731204,0.5356088880685876,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_edge_none,True
0.8436302681992337,0.5459498474594329,0.5381475182901158,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_edge_none,True
0.8409961685823755,0.5419601684441189,0.5309592600844211,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_edge_none,True
0.8409961685823755,0.5410832714095579,0.5350872475173437,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_edge_none,True
0.8424329501915708,0.5441091742802356,0.5372490440089084,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_edge_none,True
0.8431513409961686,0.546397264731204,0.5356088880685876,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_edge_sim,True
0.8424329501915708,0.5441091742802356,0.5372490440089084,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_edge_sim,True
0.8436302681992337,0.5459498474594329,0.5381475182901158,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_edge_sim,True
0.8409961685823755,0.5419601684441189,0.5309592600844211,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_edge_sim,True
0.8409961685823755,0.5410832714095579,0.5350872475173437,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_edge_sim,True
0.8436302681992337,0.5459498474594329,0.5381475182901158,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_edge_sim_mutual,True
0.8409961685823755,0.5419581678628487,0.5309154331360957,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_edge_sim_mutual,True
0.8433908045977011,0.5469414594007276,0.535999913609118,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_edge_sim_mutual,True
0.8409961685823755,0.5410832714095579,0.5350872475173437,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_edge_sim_mutual,True
0.8436302681992337,0.5468253251042536,0.5391043380560682,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_edge_sim_mutual,True
0.8436302681992337,0.5459498474594329,0.5381475182901158,False,Mouse_retina,operator_pseudo_masked,42,completed,False,T_edge_sim_mutual_snn,True
0.8409961685823755,0.5419587392480705,0.530929482946383,False,Mouse_retina,operator_pseudo_masked,7,completed,False,T_edge_sim_mutual_snn,True
0.8411159003831418,0.541121258345716,0.5357804911793362,False,Mouse_retina,operator_pseudo_masked,3407,completed,False,T_edge_sim_mutual_snn,True
0.8433908045977011,0.5469414594007276,0.535999913609118,False,Mouse_retina,operator_pseudo_masked,123,completed,False,T_edge_sim_mutual_snn,True
0.8424329501915708,0.5441091742802356,0.5372490440089084,False,Mouse_retina,operator_pseudo_masked,2025,completed,False,T_edge_sim_mutual_snn,True
