bootstrap_ci_high,bootstrap_ci_low,datasets,mean_dataset_delta,metric,n_completed_datasets,variant
0.00014352299043092763,-0.001076472521548208,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.0003846833763104962,ACC,8,T_edge_none
0.0015906655292854338,-0.0005581699217647924,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0003717281153813798,ARI,8,T_edge_none
0.0018326893974974722,-0.0012001851651340255,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0001102621884680661,NMI,8,T_edge_none
0.0001582051086860463,-0.0004855349880644372,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.00017822852635256958,ACC,8,T_edge_sim
0.002933433540157151,-0.0006159439919266944,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0009758935006484386,ARI,8,T_edge_sim
0.0018309593572560874,-0.0011406083473814825,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0001771301319963725,NMI,8,T_edge_sim
5.426154321491739e-05,-0.0011064811134652186,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.0003958372527777033,ACC,8,T_edge_sim_mutual
0.0005412456472650866,-7.523511735314514e-05,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.00020316018318189617,ARI,8,T_edge_sim_mutual
0.00024845344664757693,-8.396539814047876e-05,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",7.57055372779189e-05,NMI,8,T_edge_sim_mutual
0.0005389221556886287,0.0,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.00017964071856287623,ACC,8,T_edge_sim_mutual_snn
0.0028536914907193647,0.0,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.000951230496906455,ARI,8,T_edge_sim_mutual_snn
0.00395082882956627,0.0,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0013169429431887565,NMI,8,T_edge_sim_mutual_snn
3.262867605996755e-05,-0.0001319497306298101,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-4.269790378643724e-05,ACC,8,T_edge_sim_mutual_snn_distance
0.004026545481901019,-0.00037007057661467627,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.001226614696977018,ARI,8,T_edge_sim_mutual_snn_distance
0.0015559064729875893,-0.000724333416457157,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.00026479057066690635,NMI,8,T_edge_sim_mutual_snn_distance
0.02357658107161484,0.0011066683694333946,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.009744144962720375,ACC,8,T_fixed_mean_gate
0.07932489371366103,0.0021426547562624237,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.029971237154371236,ARI,8,T_fixed_mean_gate
0.0761066692553946,0.0012112944811592558,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.027952380728443697,NMI,8,T_fixed_mean_gate
0.02134892403243317,9.518797605692593e-06,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.007831002124634312,ACC,8,T_no_vicinal
0.07676371817345343,-0.001408258395505392,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.027136495533433645,ARI,8,T_no_vicinal
0.07562904251853923,-0.00013322334425560907,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.02706129690170431,NMI,8,T_no_vicinal
0.0041744854902059396,-0.000764209137781166,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0010423125416320956,ACC,8,T_random_neighbor
0.001023614268026042,-0.002991117260448037,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.0010469989451359642,ARI,8,T_random_neighbor
0.0007962810342395766,-0.0023459892659633665,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.000589530572292664,NMI,8,T_random_neighbor
6.833250905127766e-05,-0.001622436393711485,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.0007010959247972431,ACC,8,T_shuffled_gate
0.0025254904260237,-0.002057026912888663,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.000131688548669625,ARI,8,T_shuffled_gate
0.0020103562826539,-0.002404553639973689,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",-0.0003825315298758374,NMI,8,T_shuffled_gate
0.0011580524666340132,-0.0002944863983505304,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.00035421513700318035,ACC,8,T_uniform_pseudo_loss
0.005062053876955077,-0.0009953272309694131,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.0013534540980470258,ARI,8,T_uniform_pseudo_loss
0.007987895019055858,-0.0010193053973500594,"ISOLET,Mouse_retina,Pollen,Wang,breast_cancer_wisconsin_original,reuters,sms_spam_collection,spambase",0.002423267670150986,NMI,8,T_uniform_pseudo_loss
