dataset_idx,dataset_name,dataset_type,acc_agglo,acc_autosc,acc_birch,acc_cc,acc_dbscan,acc_dec,acc_divc,acc_dmicc,acc_dscn,acc_edesc,acc_gmm,acc_idec,acc_kernel_kmeans,acc_kfsc,acc_kmeans,acc_kpc,acc_lfss,acc_lrr,acc_meanshift,acc_p2ot,acc_pica,acc_s3comp,acc_spectral_clustering,acc_ssc,ari_agglo,ari_autosc,ari_birch,ari_cc,ari_dbscan,ari_dec,ari_divc,ari_dmicc,ari_dscn,ari_edesc,ari_gmm,ari_idec,ari_kernel_kmeans,ari_kfsc,ari_kmeans,ari_kpc,ari_lfss,ari_lrr,ari_meanshift,ari_p2ot,ari_pica,ari_s3comp,ari_spectral_clustering,ari_ssc,nmi_agglo,nmi_autosc,nmi_birch,nmi_cc,nmi_dbscan,nmi_dec,nmi_divc,nmi_dmicc,nmi_dscn,nmi_edesc,nmi_gmm,nmi_idec,nmi_kernel_kmeans,nmi_kfsc,nmi_kmeans,nmi_kpc,nmi_lfss,nmi_lrr,nmi_meanshift,nmi_p2ot,nmi_pica,nmi_s3comp,nmi_spectral_clustering,nmi_ssc,time_agglo,time_autosc,time_birch,time_cc,time_dbscan,time_dec,time_divc,time_dmicc,time_dscn,time_edesc,time_gmm,time_idec,time_kernel_kmeans,time_kfsc,time_kmeans,time_kpc,time_lfss,time_lrr,time_meanshift,time_p2ot,time_pica,time_s3comp,time_spectral_clustering,time_ssc
90,dilbert.npz,tabular,0.324700,0.295600,0.355600,0.354900,0.333900,0.322333,0.374500,0.353640,0.394000,0.380000,0.371300,0.368100,0.360500,0.382460,0.357900,0.376800,0.369800,0.282500,0.207600,0.401467,0.378100,0.331100,0.470780,0.411700,0.082774,0.054709,0.089519,0.123508,0.099976,0.049590,0.139017,0.078081,0.096486,0.152463,0.096933,0.108561,0.101681,0.133508,0.109289,0.128095,0.098759,0.026435,-0.000046,0.133467,0.113071,0.158952,0.277839,0.173961,0.157890,0.117757,0.144998,0.178588,0.155041,0.069123,0.187727,0.101739,0.164118,0.165554,0.165861,0.149484,0.159790,0.174968,0.144177,0.139153,0.120041,0.033052,0.008167,0.178051,0.152002,0.188340,0.381857,0.195117,81.334054,528.738331,72.643130,499.519444,2.067146,310.702242,237.497152,395.012358,442.883374,111.127870,106.137021,101.593297,72.076712,23.579108,4.040869,12.349145,338.775602,10503.699668,1191.148819,1266.354326,212.736672,920.421688,10.598858,2569.169122
91,synthetic_control.npz,tabular,0.575000,0.575000,0.575000,0.731667,0.666667,0.614667,0.938333,0.809000,0.626333,0.601333,0.727000,0.638333,0.831667,0.482333,0.665000,0.303333,0.886667,0.528333,0.401667,0.698333,0.932222,0.443333,0.817000,0.383333,0.616043,0.610054,0.616043,0.588431,0.682397,0.542075,0.860408,0.693539,0.473501,0.560798,0.661722,0.564898,0.665958,0.414163,0.621447,0.162712,0.770094,0.503091,0.416379,0.670518,0.850543,0.281453,0.695737,0.184198,0.800791,0.727784,0.800791,0.728250,0.851959,0.711269,0.879957,0.781941,0.614332,0.715238,0.788125,0.679974,0.760727,0.580956,0.771973,0.345841,0.813390,0.607023,0.677935,0.823850,0.875700,0.339739,0.797433,0.266098,0.011525,3.988347,0.108840,61.723435,0.007332,18.846618,12.852087,23.103822,4.663428,3.658329,0.146324,6.926179,0.775455,2.436444,0.057997,0.083924,79.602419,9.933050,0.420073,264.806021,12.187552,4.160112,0.014044,1.088903
92,Drug Consumption.npz,tabular,0.435106,0.347627,0.361921,0.373356,0.430532,0.340080,0.357347,0.328188,0.425615,0.369468,0.364094,0.344387,0.379646,0.433619,0.347627,0.309663,0.331618,0.311600,0.429960,0.303602,0.366152,0.309891,0.432247,0.433962,0.002134,0.007422,0.022764,0.023038,0.008315,0.003479,0.002085,0.008321,0.006149,0.012212,0.019902,0.002307,0.010893,-0.000243,0.005889,0.003548,0.013623,0.004900,0.004665,0.007134,0.005579,0.001129,0.000217,0.000573,0.006397,0.006488,0.010295,0.012065,0.008854,0.005681,0.002836,0.006215,0.006785,0.008108,0.009332,0.002550,0.008687,0.002381,0.007097,0.003722,0.008550,0.004100,0.011605,0.009204,0.004100,0.001417,0.005756,0.002015,0.098216,19.966201,0.310203,123.335296,0.033350,75.340158,38.473134,66.684266,9.597296,11.871504,0.566740,18.289197,1.766650,3.311234,0.041213,0.155880,48.806709,61.081000,7.097304,255.971642,43.068298,17.811833,0.043263,70.820217
93,shuttle.npz,tabular,0.924400,0.530600,0.836600,0.777900,0.915000,0.776000,0.695700,0.796460,0.846300,0.734480,0.852080,0.856300,0.912300,0.812140,0.854900,0.832380,0.710700,0.606500,0.892300,0.641800,0.751800,0.738460,0.813600,0.836500,0.675661,0.001907,0.000662,0.287345,0.623746,0.210025,0.150124,0.292533,0.267903,0.235179,0.304707,0.268558,0.524908,0.266359,0.367780,-0.002217,0.173497,0.042700,0.480029,0.085477,0.244193,-0.083225,0.367480,-0.000161,0.543230,0.000475,0.000270,0.277093,0.483139,0.091121,0.208956,0.221780,0.209455,0.245884,0.157620,0.168612,0.435434,0.112206,0.186742,0.000086,0.243055,0.112900,0.291663,0.175533,0.260202,0.029390,0.372618,0.000040,4.508667,475.279602,0.344657,541.833964,1.451128,248.321677,221.096881,338.914586,472.954767,14.380301,0.792095,89.843101,5.121084,1.462823,0.253260,0.182333,85.856241,8376.000000,31.434134,2479.135629,204.377406,791.075943,17.925245,9476.185544
94,tr45.wc.npz,tabular,0.334320,0.264793,0.214497,0.263314,0.241124,0.226627,0.337278,0.289349,0.265976,0.400888,0.247633,0.233235,0.276627,0.514497,0.408284,0.208284,0.210059,0.316568,0.162722,0.268738,0.301775,0.780178,0.347929,0.377219,0.057312,0.006757,-0.008916,0.080093,0.011757,-0.006611,0.157809,0.086763,0.024715,0.219621,-0.001204,0.001633,-0.009594,0.317281,0.222601,0.017267,0.023884,0.091872,-0.001966,0.048752,0.106917,0.639549,0.131350,0.172583,0.238230,0.110242,0.046956,0.181559,0.184538,0.060776,0.242807,0.157727,0.116692,0.288930,0.075851,0.063545,0.099240,0.408455,0.359609,0.053846,0.063819,0.218988,0.306001,0.135749,0.197340,0.644828,0.259187,0.282280,1.510577,5.493139,3.202998,14.124495,0.010990,48.621586,18.564034,35.371906,5.701614,5.189995,1296.898059,11.462145,7.756398,7.151579,1.237802,0.350797,114.967857,13.929971,13.580248,63.473588,19.809064,9.191196,0.360992,6.239851
95,steel-plates-fault.npz,tabular,0.653787,0.616177,0.652756,0.555899,0.655332,0.529006,0.601030,0.639670,0.584544,0.613292,0.608346,0.547141,0.652756,0.691396,0.510046,0.603297,0.676455,0.565173,0.652756,0.584750,0.580526,0.518805,0.632148,0.653787,0.000911,-0.028955,-0.000483,0.007243,0.018446,-0.000042,0.040310,0.077542,-0.021084,0.059120,0.054272,0.002553,-0.000483,0.151869,-0.037596,0.031764,0.123957,0.007868,-0.000483,0.033595,0.023498,-0.038400,-0.005265,0.000911,0.001680,0.025055,0.000675,0.030136,0.013721,0.004557,0.033686,0.077911,0.038473,0.052446,0.091702,0.018147,0.000675,0.228120,0.086689,0.014002,0.097103,0.050140,0.000675,0.021035,0.067832,0.103917,0.035220,0.000846,0.090662,26.443001,0.359056,124.314234,0.058872,52.851681,44.227898,76.607382,13.675657,4.502458,0.812261,18.619838,0.375847,0.882090,0.029215,0.078489,32.113094,81.682678,1.218271,407.917908,47.371079,7.000860,0.045993,96.514916
96,fbis.wc.npz,tabular,0.323315,0.340619,0.259563,0.389344,0.349727,0.255556,0.303279,0.358106,0.299818,0.529235,0.274135,0.242259,0.328780,0.545537,0.430328,0.252186,0.209927,0.423042,0.172587,0.422738,0.323619,0.514754,0.443625,0.332900,0.017742,0.183559,0.001520,0.145801,0.085558,0.054249,0.156373,0.181656,0.059241,0.379705,0.032078,0.025660,0.068879,0.362873,0.234196,0.057413,0.039028,0.191961,-0.008664,0.261686,0.186461,0.347883,0.176997,0.181400,0.230724,0.299971,0.073404,0.211956,0.139445,0.102332,0.276718,0.302642,0.149493,0.480219,0.138579,0.071090,0.190127,0.495684,0.395077,0.115084,0.063080,0.301751,0.241329,0.402359,0.317949,0.467467,0.353913,0.331600,3.179305,36.552856,5.310737,139.147207,0.046385,94.291058,54.211610,104.468725,30.289571,13.386161,87.148778,24.658490,22.484582,16.406233,5.213175,1.338503,107.498121,35.662681,371.254202,586.823296,47.300227,10.543072,3.794261,54.272215
97,mfeat-fourier.npz,tabular,0.432000,0.476500,0.558500,0.429000,0.314000,0.566800,0.516000,0.467400,0.585700,0.539200,0.561300,0.533000,0.556000,0.631500,0.584000,0.390500,0.445000,0.488000,0.113000,0.520667,0.487000,0.520200,0.582800,0.458000,0.346357,0.326529,0.414860,0.267306,0.074127,0.412367,0.342618,0.279681,0.402416,0.370760,0.401336,0.371939,0.384000,0.444949,0.406803,0.281968,0.234965,0.317908,0.000329,0.347866,0.319009,0.362059,0.423456,0.296052,0.488266,0.563172,0.550244,0.375136,0.376126,0.541332,0.447789,0.409796,0.571789,0.505334,0.547499,0.495079,0.525192,0.536301,0.533987,0.384497,0.329152,0.440575,0.045109,0.474435,0.437669,0.523268,0.644663,0.486068,0.192043,26.858995,0.366997,281.117444,0.044814,84.625779,44.857918,79.623971,58.076231,5.890842,3.057842,18.851250,10.222357,3.473708,3.390336,0.468979,233.756693,44.223956,1.444579,85.221438,41.485231,21.763500,0.525930,36.286600
98,vehicle.npz,tabular,0.406619,0.505910,0.430260,0.424350,0.407801,0.403467,0.401891,0.397400,0.406147,0.388180,0.418913,0.391647,0.362884,0.374704,0.418440,0.349882,0.426714,0.407801,0.399527,0.404255,0.401655,0.346572,0.411348,0.401891,0.110532,0.215967,0.122240,0.107565,0.075553,0.108670,0.113110,0.096539,0.115894,0.108238,0.134910,0.085487,0.094676,0.072441,0.125497,0.039904,0.121839,0.108718,0.096878,0.115709,0.104996,0.037985,0.115544,0.097573,0.182032,0.300227,0.151530,0.126011,0.256740,0.138308,0.159112,0.118305,0.185114,0.142301,0.221089,0.118534,0.149893,0.088004,0.177250,0.052805,0.162122,0.139844,0.200057,0.148361,0.136034,0.049310,0.210331,0.137126,0.036824,5.232926,0.079361,93.231406,0.011574,27.826332,20.168714,39.990457,3.564971,5.988414,0.403895,7.953559,0.432177,0.767086,0.016589,0.068097,42.060891,25.708012,8.101654,112.452755,21.031862,2.438678,0.155692,3.040231
99,micro-mass.npz,tabular,0.661111,0.702778,0.555556,0.588889,0.513889,0.395556,0.591667,0.552778,0.506667,0.636111,0.519444,0.453704,0.486111,0.442778,0.652778,0.238333,0.358333,0.319444,0.150000,0.522222,0.625000,0.761111,0.772778,0.669444,0.511424,0.563404,0.399405,0.438488,0.408490,0.202097,0.471239,0.399915,0.350376,0.526356,0.350168,0.278788,0.422769,0.255898,0.563563,0.041831,0.134536,0.127810,0.001683,0.401073,0.489946,0.632905,0.624012,0.539995,0.744607,0.757795,0.674579,0.636907,0.645392,0.423683,0.690209,0.620445,0.552882,0.746828,0.628480,0.481883,0.669973,0.422864,0.776470,0.130042,0.292256,0.262651,0.251414,0.635901,0.691152,0.781581,0.782918,0.703389,0.053337,2.853321,0.480214,63.810046,0.004512,12.359667,9.449382,16.538933,3.184120,5.476023,13.216507,5.319987,1.164202,8.070523,1.206859,0.307989,60.190356,2.784538,19.137632,207.699838,10.186746,6.281372,0.015665,1.121575
100,ISOLET.npz,tabular,0.407080,0.476337,0.588560,0.291651,0.126715,0.457843,0.418110,0.359831,0.445530,0.565012,0.554213,0.377068,0.555085,0.577632,0.574323,0.484853,0.417468,0.234064,0.045787,0.509042,0.405455,0.490471,0.533077,0.572271,0.363087,0.405157,0.501647,0.185023,0.007084,0.360388,0.290702,0.241817,0.324662,0.475165,0.476465,0.259500,0.497669,0.486716,0.512617,0.366763,0.256265,0.083250,0.000365,0.402366,0.283708,0.428587,0.454031,0.458887,0.635886,0.684654,0.743876,0.429578,0.209589,0.623165,0.535741,0.484319,0.656577,0.705116,0.713310,0.543221,0.711896,0.676980,0.725325,0.603152,0.444115,0.197189,0.030188,0.633987,0.531980,0.678265,0.748144,0.663832,16.059429,316.798354,21.128340,364.009837,0.652612,221.483282,173.175853,311.560535,1223.510453,17.696238,18.467385,64.253211,169.251390,76.092809,32.445418,7.353555,500.888340,891.543279,352.350607,840.074721,159.903907,324.162477,13.608617,1142.616988
101,poker-hand.npz,tabular,0.542700,0.510100,0.530800,0.508500,0.549800,0.513420,0.514360,0.528980,0.518900,0.516280,0.525840,0.544233,0.508100,0.521280,0.504600,0.503260,0.520200,0.509900,0.542600,0.513800,0.519360,0.538180,0.542280,0.542700,0.000037,0.000239,0.002864,0.000190,0.004984,0.000674,0.000329,0.000252,-0.000878,0.000731,-0.000422,0.002563,0.000163,0.002073,-0.000017,-0.000046,0.000109,0.000120,0.000000,-0.000211,0.000263,0.000890,-0.000094,0.000037,0.000227,0.000102,0.000911,0.000203,0.002734,0.000315,0.000167,0.000044,0.000108,0.000398,0.000148,0.001302,0.000200,0.001370,0.000082,0.000031,0.000006,0.000032,0.000000,0.000116,0.000093,0.000194,0.000355,0.000113,1.213399,470.113616,4.895104,554.546931,1.150852,324.942735,217.934702,328.797868,285.491498,72.226650,0.673466,90.306182,13.031353,12.238476,12.284653,0.394612,93.159834,3879.704999,54.139196,2258.801782,235.982262,204.229328,6.995078,3195.432079
102,tamilnadu-electricity.npz,tabular,0.074500,0.068500,0.073000,0.074700,0.048600,0.068460,0.068940,0.073600,0.070900,0.074120,0.070260,0.069667,0.067100,0.072640,0.067500,0.073780,0.072000,0.070000,0.072300,0.069733,0.069360,0.071280,0.071500,0.064400,-0.000003,-0.000285,-0.000053,0.000143,-0.000455,-0.000044,0.000085,-0.000020,0.000134,-0.000014,0.000010,0.000067,0.000009,-0.000025,0.000078,-0.000195,0.000234,0.000100,0.000001,0.000058,0.000113,-0.000003,0.000215,0.000000,0.006651,0.005583,0.002507,0.004680,0.195367,0.006162,0.006589,0.007228,0.006380,0.006330,0.006150,0.006370,0.005965,0.005931,0.006503,0.005622,0.006373,0.006200,0.002348,0.006379,0.006428,0.006075,0.007438,0.001900,1.453284,703.987937,0.167144,570.124364,1.181499,442.397913,213.123733,331.700837,809.316338,18.911947,1.049246,76.916751,363.081020,97.994577,0.255447,2.894229,120.934481,8269.700000,191.254951,9195.099083,236.565811,274.903017,222.239982,177.474867
119,cnae9.npz,text,0.550154,0.500615,0.500308,0.646769,0.525846,0.586523,0.600923,0.576431,0.561169,0.688000,0.649169,0.570359,0.738769,0.579815,0.634892,0.516062,0.539385,0.511100,0.500000,0.592615,0.623487,0.505969,0.509600,0.625538,0.009758,0.000001,-0.000007,0.085884,0.002373,0.044880,0.040447,0.029439,0.020040,0.144195,0.099017,0.024394,0.227806,0.028271,0.072576,0.001381,0.005899,0.000200,0.000000,0.037161,0.060820,0.000171,0.000064,0.062751,0.007293,0.000616,0.000022,0.063088,0.001999,0.033199,0.029592,0.022378,0.020085,0.107151,0.076660,0.020230,0.171871,0.020744,0.053758,0.001259,0.004489,0.000400,0.000000,0.027396,0.044846,0.001465,0.000270,0.045968,2.050504,61.208511,2.989954,214.569171,0.130697,145.417284,74.179384,137.590690,29.927170,24.023258,6.982545,32.809681,17.133382,5.120266,0.164298,1.826721,51.986295,522.510000,10.673234,155.398367,67.429535,143.237240,0.147026,91.778455
120,imdb.npz,text,0.780192,0.729277,0.767464,0.606333,0.780503,0.497920,0.653337,0.558833,0.752934,0.450730,0.584539,0.402980,0.775225,0.408134,0.682707,0.587830,0.467867,0.709717,0.773362,0.438684,0.717355,0.691152,0.771189,0.729277,0.110821,0.037415,-0.001325,0.033200,0.111359,0.001889,0.009885,0.050976,0.088175,-0.009525,0.001641,-0.004915,0.123177,0.017123,0.070643,0.005896,0.003796,0.050565,0.003676,0.011071,0.005942,0.023272,0.111295,0.037415,0.043808,0.046146,0.001216,0.030951,0.043782,0.005156,0.010023,0.026430,0.056744,0.005482,0.006456,0.006877,0.043142,0.026536,0.013235,0.009414,0.003519,0.049058,0.000692,0.010555,0.002164,0.024263,0.042163,0.046146,0.382497,98.461668,0.938506,103.790987,0.157985,90.691459,73.287546,115.749565,133.593514,6.169984,3.847345,27.023097,1.012290,2.749144,6.157872,0.432017,116.271220,65.091709,16.788478,1361.563863,78.469100,15.384379,1.695115,389.975821
121,hate_speech.npz,text,0.525837,0.525837,0.506186,0.530568,0.525473,0.538210,0.525837,0.540029,0.524818,0.535517,0.538865,0.548641,0.559680,0.548326,0.525837,0.528457,0.518923,0.528020,0.502911,0.531902,0.529330,0.510699,0.537482,0.505095,0.002478,0.002478,0.000069,0.003375,0.002434,0.006293,0.002478,0.009407,0.002461,0.006213,0.008967,0.011839,0.014098,0.010084,0.002478,0.003094,0.001102,0.002942,0.000296,0.004116,0.003771,0.000361,0.005479,0.000027,0.004765,0.003607,0.000709,0.002705,0.005207,0.005050,0.004765,0.009298,0.011339,0.004930,0.010099,0.009650,0.081782,0.007826,0.004765,0.002462,0.001425,0.004139,0.010340,0.005046,0.004818,0.005341,0.036136,0.000737,0.490126,58.426471,1.072670,315.969935,0.076268,75.012743,61.283756,97.363442,74.480747,5.845146,0.979909,23.038490,0.568698,2.391564,2.631817,0.522678,54.247889,47.584977,2.487386,832.156381,66.992962,30.316999,4.770290,136.806791
122,sentiment_labeld_sentences.npz,text,0.940120,0.820359,0.892216,0.756886,0.891018,0.926148,0.663473,0.729341,0.855808,0.792096,0.866826,0.937725,0.946108,0.619401,0.876407,0.626347,0.588024,0.785629,0.800000,0.717365,0.662675,0.860800,0.871856,0.859900,0.685849,-0.048627,0.259467,0.232664,0.477954,0.590280,0.101413,0.045537,0.014759,0.275923,0.068497,0.645114,0.681064,-0.032857,0.110223,0.045250,0.029200,-0.039875,0.361318,0.053079,0.100119,-0.008200,0.063702,0.011100,0.491445,0.009272,0.214569,0.228531,0.279769,0.410708,0.142477,0.093813,0.025941,0.177215,0.042894,0.465408,0.529512,0.008949,0.088185,0.019157,0.104201,0.004417,0.223956,0.095319,0.140169,0.001800,0.056396,0.000800,0.114963,6.062380,0.715431,55.419352,0.013155,25.544764,19.978215,37.490174,8.456909,5.934005,1.182377,8.076161,0.319967,1.042806,0.026404,0.164198,43.649760,23.851622,0.998707,72.290345,18.592261,8.994518,0.092967,4.523670
123,sms_spam_collection.npz,text,0.446434,0.572872,0.533260,0.415025,0.280684,0.483112,0.413324,0.368631,0.444533,0.576673,0.433770,0.388583,0.462439,0.508513,0.472142,0.349725,0.264579,0.269281,0.310393,0.382882,0.394585,0.605600,0.557927,0.544763,0.257971,0.333255,0.292801,0.209163,0.018971,0.273731,0.200626,0.176165,0.251129,0.330150,0.212439,0.189302,0.239680,0.272901,0.245111,0.121959,0.066856,0.050915,0.000000,0.164626,0.190389,0.344800,0.314018,0.282691,0.354011,0.430203,0.352166,0.310128,0.171481,0.382709,0.293627,0.281912,0.337275,0.420946,0.313737,0.283529,0.318234,0.362396,0.321106,0.172788,0.082060,0.075321,0.000000,0.210681,0.289233,0.410100,0.391425,0.351216,171.064403,614.957566,194.479950,598.663240,1.128627,322.937295,231.881271,406.847115,574.905888,96.908899,1024.369273,103.686906,136.236668,45.053754,46.772483,11.837919,677.023941,1990.224926,1440.380626,4286.310037,221.376073,722.266861,164.548288,2991.327639
124,wos.npz,text,0.940194,0.509551,0.962196,0.878388,0.518352,0.898290,0.973797,0.890309,0.524792,0.976818,0.956576,0.958529,0.960896,0.734273,0.956576,0.643044,0.820182,0.550455,0.499550,0.922059,0.960796,0.504870,0.914771,0.504150,0.775061,0.000335,0.854487,0.572667,0.028041,0.676693,0.897926,0.625795,0.010522,0.909422,0.833829,0.841745,0.849686,0.221741,0.833829,0.119524,0.410008,0.010085,0.000226,0.716733,0.849726,0.000105,0.688111,0.000041,0.722852,0.012118,0.773313,0.466174,0.174972,0.630390,0.850619,0.593250,0.028981,0.860387,0.783808,0.787993,0.766393,0.167900,0.783808,0.093041,0.333616,0.007599,0.023176,0.634298,0.796728,0.007154,0.656638,0.006684,178.807673,622.722009,111.498201,1109.282341,2.933552,398.814229,246.196220,389.015944,450.409515,42.161986,292.325093,99.108297,27.249680,10.898625,3.320433,6.871449,258.810460,29142.286688,61.516448,544.136437,215.589356,180.650040,2.232356,3716.441878
125,enron.npz,text,0.860554,0.432634,0.538473,0.747871,0.506083,0.695833,0.751673,0.726490,0.654714,0.883364,0.770803,0.710107,0.830900,0.565906,0.828011,0.488169,0.495590,0.505931,0.432026,0.728001,0.782593,0.699600,0.721259,0.431113,0.634224,0.000046,0.194218,0.433936,0.136642,0.353310,0.401914,0.415080,0.319633,0.688579,0.487894,0.371882,0.561291,0.142129,0.554775,0.103228,0.103438,0.074352,0.000073,0.385627,0.486144,0.424700,0.483950,-0.000482,0.567853,0.001417,0.373954,0.408643,0.139568,0.404754,0.371353,0.390618,0.282889,0.674457,0.479307,0.390931,0.528205,0.133426,0.522201,0.093948,0.083680,0.070409,0.000952,0.360325,0.467385,0.375500,0.539411,0.001806,73.613876,383.468051,84.872608,1074.034275,0.545377,270.643985,158.988711,346.717276,367.188684,43.382576,195.328924,65.985507,16.976007,15.848203,17.452076,7.534789,123.138373,2763.900515,25.666473,4151.361019,145.663424,502.201262,16.515546,1625.346130
126,reuters.npz,text,0.145431,0.333800,0.166150,0.132419,0.073866,0.109098,0.135122,0.128976,0.225403,0.203623,0.160064,0.132853,0.169052,0.363747,0.167851,0.331819,0.128616,0.149735,0.060855,0.147967,0.141027,0.282314,0.441117,0.308578,0.039841,0.180007,0.052216,0.031777,0.002153,0.022028,0.035162,0.030995,0.043559,0.094102,0.048265,0.033937,0.047157,0.201915,0.053833,0.181738,0.029093,0.029855,0.000058,0.042951,0.037465,0.139943,0.319992,0.158482,0.128311,0.343618,0.148423,0.100557,0.030140,0.079838,0.112350,0.096399,0.214566,0.205535,0.135657,0.108932,0.135370,0.320208,0.150851,0.296775,0.082933,0.067850,0.057311,0.132028,0.116553,0.282493,0.525246,0.296282,172.163475,1446.631819,210.255555,516.648586,1.174502,307.261808,240.547506,368.010569,668.338772,23.319442,1755.463284,119.515596,424.172984,55.071988,144.509931,11.280223,403.311988,1709.519340,1746.899756,4173.684988,222.601823,894.237888,2.156478,3392.055574
127,20newsgroups.npz,text,0.829861,0.980484,0.925647,0.829861,0.832974,0.579334,0.417026,0.694852,0.910417,0.904334,0.891000,0.592241,0.940852,0.229837,0.913290,0.572845,0.337524,0.507184,0.767481,0.591874,0.418702,0.733300,0.847079,0.803640,0.774280,0.928829,0.713482,0.710797,0.764528,0.384196,0.190316,0.542942,0.831904,0.779514,0.769000,0.300317,0.854118,0.013262,0.754123,0.157972,0.038195,0.062858,0.790631,0.351872,0.214749,0.390700,0.348379,-0.000823,0.537680,0.861183,0.684891,0.566775,0.521203,0.393965,0.393156,0.440486,0.705849,0.711963,0.618000,0.331280,0.738819,0.018328,0.663931,0.041874,0.219728,0.020131,0.455521,0.456337,0.426767,0.257200,0.283003,0.000136,176.737620,664.355081,165.215228,431.006287,3.325326,328.224411,208.891948,299.295831,345.830078,20.771849,763.302000,397.632473,79.316751,31.993702,3.098845,10.660134,274.354207,1030.122149,2173.426138,3394.359586,187.153836,139.132854,115.985379,3976.944704
