algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
dmicc,34,wine_quality.npz,tabular,0.347794,0.053454,0.032639,190.428375
dmicc,35,cardiovascular_study.npz,tabular,0.776700,0.022012,0.094111,110.043175
dmicc,36,statlog_german_credit.npz,tabular,0.595600,0.014233,0.031918,38.082352
dmicc,37,boston.npz,tabular,0.803896,0.562805,0.547023,7.103674
dmicc,38,seismic_bumps.npz,tabular,0.721981,0.006648,0.018886,24.419745
dmicc,39,dry_bean.npz,tabular,0.656057,0.616404,0.519136,376.772933
dmicc,40,credit_risk_classification.npz,tabular,0.601434,0.002651,-0.000520,42.144248
dmicc,41,epileptic_seizure_recognition.npz,tabular,0.416243,0.244054,0.205768,190.255191
dmicc,42,website_phishing.npz,tabular,0.675831,0.268620,0.326671,52.410160
dmicc,43,optical_recognition_of_handwritten_digits.npz,tabular,0.591263,0.524878,0.413767,150.236814
dmicc,44,siberian_weather_stats.npz,tabular,0.257285,0.081989,0.024960,56.496440
dmicc,45,orbit_classification_for_prediction_nasa.npz,tabular,0.523810,0.086281,0.049499,70.985481
dmicc,46,magic_gamma_telescope.npz,tabular,0.643484,0.067707,0.094121,414.420629
dmicc,47,raisin.npz,tabular,0.835333,0.398744,0.451872,36.955330
dmicc,48,patient_treatment_classification.npz,tabular,0.613962,0.029483,0.054080,170.259461
dmicc,49,fetal_health_classification.npz,tabular,0.596143,0.166403,0.177607,81.031172
dmicc,50,dermatology.npz,tabular,0.835754,0.788420,0.768071,15.938450
dmicc,51,secom.npz,tabular,0.817103,0.008973,0.055378,63.466814
dmicc,52,paris_housing_classification.npz,tabular,0.761000,0.000068,-0.000671,346.115042
dmicc,53,seeds.npz,tabular,0.892381,0.709126,0.720630,11.880471
dmicc,54,wine_customer.npz,tabular,0.898876,0.719115,0.726979,7.203280
dmicc,55,crowdsourced_mapping.npz,tabular,0.485806,0.213217,0.145763,387.511108
dmicc,56,durum_wheat_features.npz,tabular,0.806556,0.525432,0.527787,387.723033
dmicc,57,classification_in_asteroseismology.npz,tabular,0.915684,0.607632,0.687404,35.674672
dmicc,58,birds_bones_and_living_habits.npz,tabular,0.465375,0.270592,0.275980,23.783430
dmicc,59,microbes.npz,tabular,0.197779,0.086656,0.035606,399.540874
dmicc,60,image_segmentation.npz,tabular,0.582857,0.595205,0.440057,19.328806
dmicc,61,water_quality.npz,tabular,0.547290,0.003704,0.005499,67.050820
dmicc,62,insurance_company_benchmark.npz,tabular,0.760907,0.000107,0.002957,190.007846
dmicc,63,harbermans_survival.npz,tabular,0.626144,0.027795,0.055316,14.205174
dmicc,64,yeast.npz,tabular,0.357642,0.236641,0.130430,57.470981
dmicc,65,heart_disease.npz,tabular,0.428283,0.195912,0.189921,10.630212
dmicc,66,ecoli.npz,tabular,0.702752,0.561800,0.588474,15.736668
dmicc,67,extyaleb.npz,tabular,0.463950,0.245492,0.152419,14.164013
dmicc,68,breast_cancer_coimbra.npz,tabular,0.579310,0.039635,0.021674,7.062607
dmicc,69,student_grade.npz,tabular,0.796962,0.306199,0.351289,18.148621
dmicc,70,human_stress_detection.npz,tabular,0.805597,0.684772,0.619027,78.473056
dmicc,71,fraud_detection_bank.npz,tabular,0.710231,0.060815,0.121686,377.805214
dmicc,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.637337,0.587932,0.464889,289.246995
dmicc,73,diabetic_retinopathy_debrecen.npz,tabular,0.579496,0.022330,0.025937,39.374785
dmicc,74,pistachio.npz,tabular,0.717318,0.176160,0.219892,92.361726
dmicc,75,turkish_music_emotion.npz,tabular,0.538000,0.245280,0.213109,19.918546
dmicc,76,parkinsons.npz,tabular,0.669744,0.210295,0.109098,6.713318
dmicc,77,weather.npz,tabular,1.000000,1.000000,1.000000,17.046149
dmicc,78,blood_transfusion_service_center.npz,tabular,0.640909,0.034751,0.058014,26.859592
dmicc,79,mfeat-karhunen.npz,tabular,0.467900,0.364295,0.251196,88.100879
dmicc,80,mfeat-factors.npz,tabular,0.731200,0.641158,0.550207,86.719064
dmicc,81,wall-robot-navigation.npz,tabular,0.398644,0.092174,0.053494,205.303964
dmicc,82,Waveform.npz,tabular,0.596840,0.335639,0.311548,167.113270
dmicc,83,gas-drift.npz,tabular,0.447220,0.284686,0.202548,372.923281
dmicc,84,mfeat-morphological.npz,tabular,0.612900,0.641731,0.501159,67.722817
dmicc,85,JapaneseVowels.npz,tabular,0.277884,0.185243,0.104743,374.421129
dmicc,86,rmftsa_sleepdata.npz,tabular,0.376367,0.055392,0.047459,42.023724
dmicc,87,first-order-theorem-proving.npz,tabular,0.304119,0.033693,0.029064,238.699662
dmicc,88,gina_prior2.npz,tabular,0.401499,0.327300,0.219752,142.289477
dmicc,89,fabert.npz,tabular,0.210853,0.012360,0.009074,283.880146
dmicc,90,dilbert.npz,tabular,0.353640,0.101739,0.078081,395.012358
dmicc,91,synthetic_control.npz,tabular,0.809000,0.781941,0.693539,23.103822
dmicc,92,Drug Consumption.npz,tabular,0.328188,0.006215,0.008321,66.684266
dmicc,93,shuttle.npz,tabular,0.796460,0.221780,0.292533,338.914586
dmicc,94,tr45.wc.npz,tabular,0.289349,0.157727,0.086763,35.371906
dmicc,95,steel-plates-fault.npz,tabular,0.639670,0.077911,0.077542,76.607382
dmicc,96,fbis.wc.npz,tabular,0.358106,0.302642,0.181656,104.468725
dmicc,97,mfeat-fourier.npz,tabular,0.467400,0.409796,0.279681,79.623971
dmicc,98,vehicle.npz,tabular,0.397400,0.118305,0.096539,39.990457
dmicc,99,micro-mass.npz,tabular,0.552778,0.620445,0.399915,16.538933
dmicc,100,ISOLET.npz,tabular,0.359831,0.484319,0.241817,311.560535
dmicc,101,poker-hand.npz,tabular,0.528980,0.000044,0.000252,328.797868
dmicc,102,tamilnadu-electricity.npz,tabular,0.073600,0.007228,-0.000020,331.700837
dmicc,103,mnist64.npz,image,0.795194,0.665592,0.625101,40.717985
dmicc,104,MNIST_CLIP.npz,image,0.491477,0.395072,0.301055,388.482519
dmicc,105,fashion_mnist.npz,image,0.509000,0.471375,0.320080,117.212258
dmicc,106,FashionMNIST_CLIP.npz,image,0.552020,0.541394,0.418789,375.266889
dmicc,107,cifar10.npz,image,0.210154,0.066531,0.033349,142.143243
dmicc,108,CIFAR10_CLIP.npz,image,0.509000,0.460459,0.321271,382.976948
dmicc,109,coil20.npz,image,0.574028,0.687308,0.477043,70.052447
dmicc,110,COIL20_CLIP.npz,image,0.742083,0.836771,0.669809,76.062949
dmicc,111,labeled_faces_in_the_wild.npz,image,0.531000,0.003190,0.003746,89.219792
dmicc,112,flickr_material_database.npz,image,0.265396,0.154464,0.079753,39.229563
dmicc,113,street_view_house_numbers.npz,image,0.162842,0.034191,0.002758,31.807575
dmicc,114,har.npz,image,0.531429,0.511747,0.368436,30.360722
dmicc,115,Indian_pines.npz,image,0.525762,0.448744,0.300769,408.578547
dmicc,116,satellite_image.npz,image,0.709557,0.590190,0.511594,249.816499
dmicc,117,olivetti_faces.npz,image,0.424000,0.661372,0.271362,19.090821
dmicc,118,PCam.npz,image,0.330556,0.198030,0.119159,45.296327
dmicc,119,cnae9.npz,text,0.576431,0.022378,0.029439,137.590690
dmicc,120,imdb.npz,text,0.558833,0.026430,0.050976,115.749565
dmicc,121,hate_speech.npz,text,0.540029,0.009298,0.009407,97.363442
dmicc,122,sentiment_labeld_sentences.npz,text,0.729341,0.093813,0.045537,37.490174
dmicc,123,sms_spam_collection.npz,text,0.368631,0.281912,0.176165,406.847115
dmicc,124,wos.npz,text,0.890309,0.593250,0.625795,389.015944
dmicc,125,enron.npz,text,0.726490,0.390618,0.415080,346.717276
dmicc,126,reuters.npz,text,0.128976,0.096399,0.030995,368.010569
dmicc,127,20newsgroups.npz,text,0.694852,0.440486,0.542942,299.295831
dmicc,128,Mouse_retina.npz,bioinfo,0.259882,0.303573,0.280734,560.992840
dmicc,129,Campbell.npz,bioinfo,0.609750,0.047221,0.060567,197.982940
dmicc,130,Baron Human.npz,bioinfo,0.331795,0.330084,0.174383,494.253306
dscn,0,echocardiogram.npz,tabular,0.773770,0.193199,0.236877,1.942125
dscn,1,skillcraft1_master_table_dataset.npz,tabular,0.257463,0.094988,0.041097,99.336073
dscn,2,breast_cancer_wisconsin_original.npz,tabular,0.927086,0.652722,0.729797,13.411604
dscn,3,smoker_condition.npz,tabular,0.904150,0.676512,0.727376,12.272155
dscn,4,glass_identification.npz,tabular,0.464486,0.339510,0.197973,3.257112
dscn,5,statlog_image_segmentation.npz,tabular,0.420433,0.413545,0.215256,93.359559
dscn,6,planning_relax.npz,tabular,0.723077,0.029947,0.031807,5.960595
dscn,7,customer_classification.npz,tabular,0.319800,0.016929,0.014155,14.923458
dscn,8,pima_indians_diabetes_database.npz,tabular,0.611198,0.085794,0.026004,10.924180
dscn,9,mobile_price_classification.npz,tabular,0.306000,0.020071,0.011554,34.876726
dscn,10,spambase.npz,tabular,0.599913,0.008558,-0.002902,192.212359
dscn,11,rice_seed_gonen_jasmine.npz,tabular,0.975138,0.842456,0.903490,806.533675
dscn,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.737954,0.213410,0.241187,4.280356
dscn,13,user_knowledge_modeling.npz,tabular,0.534884,0.275436,0.209497,4.329073
dscn,14,world12d.npz,tabular,0.677333,0.535408,0.477390,12.738767
dscn,15,pumpkin_seeds.npz,tabular,0.823200,0.330434,0.418753,44.916248
dscn,16,iris.npz,tabular,0.598667,0.412859,0.317508,4.076734
dscn,17,wine.npz,tabular,0.825843,0.567825,0.550477,3.301899
dscn,18,letter_recognition.npz,tabular,0.374800,0.484527,0.079058,757.876798
dscn,19,mammographic_mass.npz,tabular,0.723373,0.188234,0.213981,9.042841
dscn,20,breast_tissue.npz,tabular,0.405660,0.329558,0.173191,2.662364
dscn,21,hepatitis.npz,tabular,0.822500,0.122525,0.196810,2.580821
dscn,22,predicting_pulsar_star.npz,tabular,0.701952,0.108266,0.104249,382.810301
dscn,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.933919,0.638990,0.752328,4.047010
dscn,24,wireless_indoor_localization.npz,tabular,0.737400,0.738700,0.654513,21.672037
dscn,25,date_fruit.npz,tabular,0.665702,0.593451,0.563718,8.353089
dscn,26,zoo.npz,tabular,0.574257,0.454642,0.370919,9.388072
dscn,27,htru2.npz,tabular,0.794779,0.108074,0.148653,491.816291
dscn,28,ionosphere.npz,tabular,0.621083,0.039563,0.056584,2.539611
dscn,29,music_genre_classification.npz,tabular,0.362000,0.285332,0.170423,8.589783
dscn,30,spectf_heart.npz,tabular,0.585000,0.081409,0.029430,1.331367
dscn,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.880735,0.493975,0.582208,77.150172
dscn,32,ph_recognition.npz,tabular,0.470444,0.559273,0.321164,11.535850
dscn,33,banknote_authentication.npz,tabular,0.660204,0.235159,0.127828,15.286641
dscn,34,wine_quality.npz,tabular,0.411328,0.032166,0.016681,130.153058
dscn,35,cardiovascular_study.npz,tabular,0.844209,0.007447,0.029231,61.440537
dscn,36,statlog_german_credit.npz,tabular,0.676400,0.005873,0.018334,10.077360
dscn,37,boston.npz,tabular,0.658442,0.360940,0.330237,2.065925
dscn,38,seismic_bumps.npz,tabular,0.922910,0.003295,-0.010662,9.333560
dscn,39,dry_bean.npz,tabular,0.782635,0.637278,0.581490,1048.799220
dscn,40,credit_risk_classification.npz,tabular,0.769057,0.000114,-0.004945,11.496012
dscn,41,epileptic_seizure_recognition.npz,tabular,0.253287,0.103184,0.013467,162.018186
dscn,42,website_phishing.npz,tabular,0.663415,0.221781,0.270700,13.661963
dscn,43,optical_recognition_of_handwritten_digits.npz,tabular,0.336647,0.395582,0.145079,175.655972
dscn,44,siberian_weather_stats.npz,tabular,0.326937,0.056575,0.003182,20.003477
dscn,45,orbit_classification_for_prediction_nasa.npz,tabular,0.488037,0.088168,0.035773,21.155984
dscn,46,magic_gamma_telescope.npz,tabular,0.557396,0.013140,-0.011657,550.350417
dscn,47,raisin.npz,tabular,0.754667,0.295337,0.288271,4.527622
dscn,48,patient_treatment_classification.npz,tabular,0.612466,0.020876,0.040246,100.902013
dscn,49,fetal_health_classification.npz,tabular,0.733866,0.069009,0.103379,36.767651
dscn,50,dermatology.npz,tabular,0.820112,0.705360,0.677291,4.936184
dscn,51,secom.npz,tabular,0.927632,0.005232,0.027797,16.973989
dscn,52,paris_housing_classification.npz,tabular,0.630360,0.146589,0.066819,720.101640
dscn,53,seeds.npz,tabular,0.755238,0.450351,0.465172,2.756635
dscn,54,wine_customer.npz,tabular,0.866292,0.652454,0.645972,2.926866
dscn,55,crowdsourced_mapping.npz,tabular,0.717515,0.194769,0.165863,873.339318
dscn,56,durum_wheat_features.npz,tabular,0.596711,0.469158,0.357729,713.472515
dscn,57,classification_in_asteroseismology.npz,tabular,0.860539,0.400491,0.495253,86.732597
dscn,58,birds_bones_and_living_habits.npz,tabular,0.483777,0.271367,0.230161,9.864735
dscn,59,microbes.npz,tabular,0.236278,0.077461,0.033052,937.083409
dscn,60,image_segmentation.npz,tabular,0.540952,0.490497,0.324331,8.410491
dscn,61,water_quality.npz,tabular,0.596619,0.007851,0.018171,16.551840
dscn,62,insurance_company_benchmark.npz,tabular,0.929028,0.007380,0.041810,150.865126
dscn,63,harbermans_survival.npz,tabular,0.708497,0.035672,0.065527,2.430778
dscn,64,yeast.npz,tabular,0.449075,0.202483,0.119049,13.548284
dscn,65,heart_disease.npz,tabular,0.433670,0.182323,0.144554,2.778435
dscn,66,ecoli.npz,tabular,0.746177,0.531784,0.572659,4.703897
dscn,67,extyaleb.npz,tabular,0.895925,0.824450,0.801862,2.586205
dscn,68,breast_cancer_coimbra.npz,tabular,0.634483,0.076306,0.074310,2.539568
dscn,69,student_grade.npz,tabular,0.711392,0.088183,0.135882,2.354146
dscn,70,human_stress_detection.npz,tabular,0.742029,0.571233,0.495903,48.737912
dscn,71,fraud_detection_bank.npz,tabular,0.736114,0.007934,0.012859,571.097388
dscn,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.693622,0.691476,0.562525,478.765697
dscn,73,diabetic_retinopathy_debrecen.npz,tabular,0.542659,0.009495,0.005211,9.937497
dscn,74,pistachio.npz,tabular,0.789851,0.298949,0.345325,33.450050
dscn,75,turkish_music_emotion.npz,tabular,0.511500,0.253218,0.223202,2.690023
dscn,76,parkinsons.npz,tabular,0.760000,0.086772,0.138586,1.948794
dscn,77,weather.npz,tabular,0.733699,0.723836,0.572118,9.304775
dscn,78,blood_transfusion_service_center.npz,tabular,0.737968,0.014579,0.052130,6.517344
dscn,79,mfeat-karhunen.npz,tabular,0.826400,0.792970,0.732619,30.768988
dscn,80,mfeat-factors.npz,tabular,0.908600,0.829162,0.808246,30.816803
dscn,81,wall-robot-navigation.npz,tabular,0.411657,0.068983,0.049358,233.320176
dscn,82,Waveform.npz,tabular,0.514960,0.183308,0.180396,112.087795
dscn,83,gas-drift.npz,tabular,0.390220,0.271143,0.113005,702.739973
dscn,84,mfeat-morphological.npz,tabular,0.504400,0.579829,0.357549,82.300626
dscn,85,JapaneseVowels.npz,tabular,0.740488,0.652387,0.574314,497.616238
dscn,86,rmftsa_sleepdata.npz,tabular,0.394727,0.038573,0.033178,9.321997
dscn,87,first-order-theorem-proving.npz,tabular,0.394083,0.033409,0.005454,398.488554
dscn,88,gina_prior2.npz,tabular,0.260496,0.267317,0.072215,57.450354
dscn,89,fabert.npz,tabular,0.237368,0.013109,0.001883,757.832512
dscn,90,dilbert.npz,tabular,0.394000,0.164118,0.096486,442.883374
dscn,91,synthetic_control.npz,tabular,0.626333,0.614332,0.473501,4.663428
dscn,92,Drug Consumption.npz,tabular,0.425615,0.006785,0.006149,9.597296
dscn,93,shuttle.npz,tabular,0.846300,0.209455,0.267903,472.954767
dscn,94,tr45.wc.npz,tabular,0.265976,0.116692,0.024715,5.701614
dscn,95,steel-plates-fault.npz,tabular,0.584544,0.038473,-0.021084,13.675657
dscn,96,fbis.wc.npz,tabular,0.299818,0.149493,0.059241,30.289571
dscn,97,mfeat-fourier.npz,tabular,0.585700,0.571789,0.402416,58.076231
dscn,98,vehicle.npz,tabular,0.406147,0.185114,0.115894,3.564971
dscn,99,micro-mass.npz,tabular,0.506667,0.552882,0.350376,3.184120
dscn,100,ISOLET.npz,tabular,0.445530,0.656577,0.324662,1223.510453
dscn,101,poker-hand.npz,tabular,0.518900,0.000108,-0.000878,285.491498
dscn,102,tamilnadu-electricity.npz,tabular,0.070900,0.006380,0.000134,809.316338
dscn,103,mnist64.npz,image,0.606285,0.646318,0.500094,18.371406
dscn,104,MNIST_CLIP.npz,image,0.756202,0.705823,0.633041,464.973377
dscn,105,fashion_mnist.npz,image,0.541600,0.520867,0.356703,92.989075
dscn,106,FashionMNIST_CLIP.npz,image,0.598100,0.598830,0.432199,426.696247
dscn,107,cifar10.npz,image,0.244369,0.094723,0.050737,106.885523
dscn,108,CIFAR10_CLIP.npz,image,0.731200,0.637152,0.550314,550.955222
dscn,109,coil20.npz,image,0.527639,0.684312,0.374486,48.339475
dscn,110,COIL20_CLIP.npz,image,0.617778,0.788519,0.507879,56.599138
dscn,111,labeled_faces_in_the_wild.npz,image,0.519727,0.003943,0.001570,52.177418
dscn,112,flickr_material_database.npz,image,0.393581,0.322875,0.175824,18.815356
dscn,113,street_view_house_numbers.npz,image,0.181148,0.038768,0.001869,6.918553
dscn,114,har.npz,image,0.535510,0.520362,0.352628,10.265826
dscn,115,Indian_pines.npz,image,0.586250,0.447412,0.397942,330.215094
dscn,116,satellite_image.npz,image,0.651406,0.487823,0.419063,200.502847
dscn,117,olivetti_faces.npz,image,0.455000,0.677800,0.253022,6.284636
dscn,118,PCam.npz,image,0.565000,0.493276,0.367999,21.939522
dscn,119,cnae9.npz,text,0.561169,0.020085,0.020040,29.927170
dscn,120,imdb.npz,text,0.752934,0.056744,0.088175,133.593514
dscn,121,hate_speech.npz,text,0.524818,0.011339,0.002461,74.480747
dscn,122,sentiment_labeld_sentences.npz,text,0.855808,0.025941,0.014759,8.456909
dscn,123,sms_spam_collection.npz,text,0.444533,0.337275,0.251129,574.905888
dscn,124,wos.npz,text,0.524792,0.028981,0.010522,450.409515
dscn,125,enron.npz,text,0.654714,0.282889,0.319633,367.188684
dscn,126,reuters.npz,text,0.225403,0.214566,0.043559,668.338772
dscn,127,20newsgroups.npz,text,0.910417,0.705849,0.831904,345.830078
dscn,128,Mouse_retina.npz,bioinfo,0.429401,0.362621,0.284674,750.081395
dscn,129,Campbell.npz,bioinfo,0.551450,0.009014,0.010693,111.330623
dscn,130,Baron Human.npz,bioinfo,0.818365,0.742241,0.710017,403.821794
edesc,0,echocardiogram.npz,tabular,0.829508,0.402787,0.444767,3.754598
edesc,1,skillcraft1_master_table_dataset.npz,tabular,0.316016,0.150599,0.092752,32.249851
edesc,2,breast_cancer_wisconsin_original.npz,tabular,0.974817,0.832493,0.901066,4.978842
edesc,3,smoker_condition.npz,tabular,0.956324,0.795661,0.841697,3.361538
edesc,4,glass_identification.npz,tabular,0.447664,0.325836,0.179722,3.255505
edesc,5,statlog_image_segmentation.npz,tabular,0.544416,0.554915,0.422041,10.884791
edesc,6,planning_relax.npz,tabular,0.570330,0.003064,0.002939,3.680007
edesc,7,customer_classification.npz,tabular,0.343400,0.025551,0.023030,6.456454
edesc,8,pima_indians_diabetes_database.npz,tabular,0.641927,0.080454,0.089827,5.247521
edesc,9,mobile_price_classification.npz,tabular,0.298300,0.015110,0.011099,4.706068
edesc,10,spambase.npz,tabular,0.875897,0.470612,0.565168,25.502301
edesc,11,rice_seed_gonen_jasmine.npz,tabular,0.987579,0.906354,0.950923,30.459377
edesc,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.751155,0.197201,0.259524,4.377648
edesc,13,user_knowledge_modeling.npz,tabular,0.478295,0.189278,0.155027,4.887833
edesc,14,world12d.npz,tabular,0.744000,0.660380,0.638058,2.734743
edesc,15,pumpkin_seeds.npz,tabular,0.783600,0.301471,0.380010,14.982463
edesc,16,iris.npz,tabular,0.818667,0.634614,0.594777,2.389671
edesc,17,wine.npz,tabular,0.928090,0.803531,0.801057,3.472834
edesc,18,letter_recognition.npz,tabular,0.309367,0.390765,0.172236,21.284271
edesc,19,mammographic_mass.npz,tabular,0.787711,0.267046,0.330661,5.681378
edesc,20,breast_tissue.npz,tabular,0.543396,0.579165,0.403006,3.901293
edesc,21,hepatitis.npz,tabular,0.730000,0.197413,0.193423,3.326618
edesc,22,predicting_pulsar_star.npz,tabular,0.844042,0.250057,0.371972,13.212817
edesc,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.928295,0.633623,0.735863,4.606919
edesc,24,wireless_indoor_localization.npz,tabular,0.824000,0.700386,0.678143,4.478156
edesc,25,date_fruit.npz,tabular,0.710690,0.669473,0.626226,4.095915
edesc,26,zoo.npz,tabular,0.827723,0.824145,0.837516,4.296616
edesc,27,htru2.npz,tabular,0.846445,0.282916,0.395345,14.069504
edesc,28,ionosphere.npz,tabular,0.791453,0.251302,0.344820,4.209870
edesc,29,music_genre_classification.npz,tabular,0.348400,0.273614,0.168330,4.501138
edesc,30,spectf_heart.npz,tabular,0.695000,0.159198,0.176285,3.365561
edesc,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.915118,0.586003,0.689320,15.461910
edesc,32,ph_recognition.npz,tabular,0.468300,0.567718,0.336301,6.349456
edesc,33,banknote_authentication.npz,tabular,0.703936,0.172840,0.203707,3.899963
