scope,left,right,metric,n,mean_delta,median_delta,std_delta,wins,ties,losses,wilcoxon_p,paired_t_p
spect_heart,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_gate,3,0.002161579195914478,0.002994606562424451,0.0022663941149729254,2,0,1,0.5,0.24034776918375067
spect_heart,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_graph_loss,3,0.005024135929609962,0.005828428763197738,0.0021538482967829484,3,0,0,0.25,0.05615114481358948
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,head_ari,3,0.00012402217633196316,0.0,0.0004727862520159713,1,1,1,1.0,0.6941212953276306
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,kmeans_ari,3,0.00042110369144146104,0.0,0.0009503560114235492,1,1,1,1.0,0.5230245491422171
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,nmi,3,8.110477602555975e-05,0.0,0.00035228417226458266,1,1,1,1.0,0.7286146043628612
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,silhouette,3,-0.0003375709056854248,-0.00020632147789001465,0.0005501011543654228,1,0,2,0.5,0.3991982652751692
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,final_gate,3,-0.000521514099091292,-0.0005459953099489212,4.473062907150648e-05,0,0,3,0.25,0.0024432210451043723
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_gate,3,2.4854650513992868e-05,-1.9144358035797643e-05,0.0001535421115703053,1,0,2,1.0,0.8055292890132189
banknote,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_graph_loss,3,0.0032589281340026192,0.003228232425559932,0.00018065181806297268,3,0,0,0.25,0.0010226975744568824
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,head_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,kmeans_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,nmi,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,silhouette,3,1.0718901952107748e-05,-6.288290023803711e-06,3.316309359765509e-05,1,0,2,1.0,0.6319306473375447
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,final_gate,3,0.00043983012437820435,0.0004929304122924805,0.000732986672355309,2,0,1,0.5,0.40781014628268053
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_gate,3,-2.1508219651874178e-05,-0.00037384780589491684,0.0008747631583546736,1,0,2,1.0,0.9699002571552247
flame,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_graph_loss,3,-0.0001274485606700219,-0.0005548456683754921,0.0011445271608132202,1,0,2,1.0,0.8648697245295467
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,head_ari,3,-8.615890490893303e-05,0.0,0.0001492316008267676,0,2,1,1.0,0.4226497308103743
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,kmeans_ari,3,0.00015139301800555505,0.0,0.00026222039909681123,1,2,0,1.0,0.4226497308103742
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,nmi,3,-9.362324853381491e-05,0.0,0.0001621602232302158,0,2,1,1.0,0.42264973081037416
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,silhouette,3,0.00034979979197184247,0.00023514032363891602,0.0005135590718156855,2,0,1,0.5,0.35941893687147153
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,final_gate,3,-2.3058538014690082e-05,1.1765630915760994e-05,0.00016572447880952332,2,0,1,1.0,0.8320133300069766
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_gate,3,0.000507625513516056,0.0019186367935617454,0.002446200473431985,2,0,1,1.0,0.753677002075764
vehicle,V11_tda_h0_mst,V11_tda_fixed_filtration,mean_graph_loss,3,0.0033423712321867544,0.004343972558854147,0.0022888833802097333,3,0,0,0.25,0.12717550568587524
ALL,V11_tda_h0_mst,V11_tda_random,head_ari,15,-8.493774231449422e-06,0.0,0.00012629159064752747,2,11,2,0.4652088184521418,0.7982867779010704
ALL,V11_tda_h0_mst,V11_tda_random,kmeans_ari,15,-0.00045187329263499793,0.0,0.0015424200979062064,3,9,3,0.7531523647659145,0.2755786709462762
ALL,V11_tda_h0_mst,V11_tda_random,nmi,15,-6.228629190811509e-06,0.0,0.0001234827360994658,2,11,2,0.7150006546880893,0.8479193735145424
ALL,V11_tda_h0_mst,V11_tda_random,silhouette,15,-9.412666161855062e-05,7.042288780212402e-05,0.0005235283901462253,10,0,5,0.846923828125,0.4976180800704294
ALL,V11_tda_h0_mst,V11_tda_random,final_gate,15,0.0005999679677188397,6.479071453213692e-05,0.0013423374912864047,10,0,5,0.1876220703125,0.10540934264819708
ALL,V11_tda_h0_mst,V11_tda_random,mean_gate,15,0.0004166537666848549,0.0010533676017075722,0.0017561389180982972,11,0,4,0.27685546875,0.37371550623276184
ALL,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,15,0.0015558565277994298,0.0016993085271678858,0.0024222800669287006,12,0,3,0.04791259765625,0.02608083501816399
balance_scale,V11_tda_h0_mst,V11_tda_random,head_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
balance_scale,V11_tda_h0_mst,V11_tda_random,kmeans_ari,3,-0.0008758951965185344,0.0,0.0015170949824756283,0,2,1,1.0,0.4226497308103743
balance_scale,V11_tda_h0_mst,V11_tda_random,nmi,3,0.0,0.0,0.0,0,3,0,1.0,nan
balance_scale,V11_tda_h0_mst,V11_tda_random,silhouette,3,-3.749628861745199e-05,4.9486756324768066e-05,0.0001691145686188248,2,0,1,1.0,0.737938493222086
balance_scale,V11_tda_h0_mst,V11_tda_random,final_gate,3,5.8602671035462194e-05,6.479071453213692e-05,3.575215252948113e-05,3,0,0,0.25,0.10490282760988347
balance_scale,V11_tda_h0_mst,V11_tda_random,mean_gate,3,0.0011352532953929362,0.00130243508901913,0.00034030099615733374,3,0,0,0.25,0.02866976108525671
balance_scale,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,3,0.0014499555949846084,0.0015373832953628173,0.000302689347392946,3,0,0,0.25,0.014217528931772408
spect_heart,V11_tda_h0_mst,V11_tda_random,head_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
spect_heart,V11_tda_h0_mst,V11_tda_random,kmeans_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
spect_heart,V11_tda_h0_mst,V11_tda_random,nmi,3,0.0,0.0,0.0,0,3,0,1.0,nan
spect_heart,V11_tda_h0_mst,V11_tda_random,silhouette,3,0.0001373291015625,0.00018903613090515137,0.0002452679367173881,2,0,1,0.5,0.4344501806772997
spect_heart,V11_tda_h0_mst,V11_tda_random,final_gate,3,0.00026222551241517067,5.7608820497989655e-05,0.0008443569721634575,2,0,1,0.75,0.6444884899381417
spect_heart,V11_tda_h0_mst,V11_tda_random,mean_gate,3,0.001188682834617795,0.0018182886240538237,0.0016914182149180969,2,0,1,0.5,0.3476481965382948
spect_heart,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,3,0.0033123138787535347,0.003999351034872235,0.0012538752273962598,3,0,0,0.25,0.04459562793766033
banknote,V11_tda_h0_mst,V11_tda_random,head_ari,3,-2.183366414254973e-05,0.0,0.0002423794046212838,1,1,1,1.0,0.89033969880923
banknote,V11_tda_h0_mst,V11_tda_random,kmeans_ari,3,-0.001656473222454724,0.0,0.0032093977243570207,1,1,1,1.0,0.465673983083454
banknote,V11_tda_h0_mst,V11_tda_random,nmi,3,-1.2393787324895683e-05,0.0,0.00020524402127275525,1,1,1,1.0,0.9262444553710479
banknote,V11_tda_h0_mst,V11_tda_random,silhouette,3,-0.0009992321332295735,-0.0008542835712432861,0.0003342198346812765,0,0,3,0.25,0.035327278226832286
banknote,V11_tda_h0_mst,V11_tda_random,final_gate,3,0.0024361001431114147,0.002700291263560455,0.0005944160445707063,3,0,0,0.25,0.01927394113081788
banknote,V11_tda_h0_mst,V11_tda_random,mean_gate,3,0.0014306918084104035,0.0014088699962788581,0.0002826828368439199,3,0,0,0.25,0.012764610275526521
banknote,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,3,0.003618610725324186,0.0037413087498862282,0.00035351967718350534,3,0,0,0.25,0.0031663265417146407
flame,V11_tda_h0_mst,V11_tda_random,head_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_random,kmeans_ari,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_random,nmi,3,0.0,0.0,0.0,0,3,0,1.0,nan
flame,V11_tda_h0_mst,V11_tda_random,silhouette,3,0.00011038780212402344,0.00016158819198608398,9.562920242965034e-05,3,0,0,0.25,0.183590426508348
flame,V11_tda_h0_mst,V11_tda_random,final_gate,3,0.00039898666242758435,9.521655738353729e-05,0.002221867066551382,2,0,1,0.75,0.7852027381945011
flame,V11_tda_h0_mst,V11_tda_random,mean_gate,3,-0.0017169635898123213,-0.002574544539675122,0.002456500914230939,1,0,2,0.5,0.34969542265822595
flame,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,3,-0.0017093607379744479,-0.0021017626393586425,0.0031914608508565507,1,0,2,0.5,0.45150204599232646
vehicle,V11_tda_h0_mst,V11_tda_random,head_ari,3,-2.063520701469738e-05,0.0,0.00022822463892178296,1,1,1,1.0,0.8899359910333055
vehicle,V11_tda_h0_mst,V11_tda_random,kmeans_ari,3,0.0002730019557982688,0.00045417905401666514,0.00045231561402959264,2,0,1,0.5,0.4055658149028316
vehicle,V11_tda_h0_mst,V11_tda_random,nmi,3,-1.8749358629161866e-05,0.0,0.00025326674984321615,1,1,1,1.0,0.909702428998818
vehicle,V11_tda_h0_mst,V11_tda_random,silhouette,3,0.000318378210067749,0.00023925304412841797,0.0002774855091886938,3,0,0,0.25,0.18524255818363253
vehicle,V11_tda_h0_mst,V11_tda_random,final_gate,3,-0.0001560751503954331,-0.00014990661293268204,0.0001518729036571222,0,0,3,0.25,0.21703985320198535
vehicle,V11_tda_h0_mst,V11_tda_random,mean_gate,3,4.560448481546094e-05,0.0008735754963709041,0.00150037620683559,2,0,1,1.0,0.9627991985023514
vehicle,V11_tda_h0_mst,V11_tda_random,mean_graph_loss,3,0.0011077631779092673,0.001639630811405366,0.0013331342668461942,2,0,1,0.5,0.2867185617080041
